timestamp,tweet_id,full_text,jpg_url,source,dog_name,favorite_count,retweet_count,rating_numerator,rating_denominator,first_dog_prediction,first_prediction_outcome,second_dog_prediction,second_prediction_outcome,third_dog_prediction,third_prediction_outcome,doggo,floofer,pupper,puppo
20160319 01:11 AM,710997087345876993,Meet Milo and Amos. They are the best of pals. Both 12/10 would pet at the same time https://t.co/Mv37BHEyyD,https://pbs.twimg.com/media/Cd34FClUMAAnvGP.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Milo,4673,1408,12,10,Malamute,True,Eskimo Dog,True,Pembroke,True,,,,
20160318 03:05 PM,710844581445812225,This is Staniel. His selfie game is strong af. 10/10 I'd snapchat with Staniel https://t.co/UgkTw7TKyM,https://pbs.twimg.com/media/Cd1tYGmXIAAoW5b.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Staniel,2608,710,10,10,Dingo,False,Pembroke,True,Basenji,True,,,,
20160318 02:19 PM,710833117892898816,Say hello to Sora. She's an Egyptian Pumpernickel. Mesmerizing af. 12/10 would bring home to mom https://t.co/PmTR4kxZkq,https://pbs.twimg.com/media/Cd1i8qvUkAE-Jlr.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sora,2752,545,12,10,Pembroke,True,Cardigan,True,German Shepherd,True,,,,
20160318 02:46 AM,710658690886586372,Here's a brigade of puppers. All look very prepared for whatever happens next. 80/80 https://t.co/0eb7R1Om12,https://pbs.twimg.com/media/CdzETn4W4AAVU5N.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,2368,573,80,80,Soft-Coated Wheaten Terrier,True,Dandie Dinmont,True,Cairn,True,,,,
20160317 10:09 PM,710588934686908417,This is Beemo. He's a Chubberflop mix. 12/10 would cross the world for https://t.co/kzMVMU8HBV,https://pbs.twimg.com/media/CdyE2x1W8AAe0TG.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Beemo,4654,1916,12,10,Pembroke,True,Cardigan,True,Malamute,True,,,,
20160317 01:55 AM,710283270106132480,This is Gunner. He's a Figamus Newton. King of the peek-a-boo. Cool jeans. 11/10 https://t.co/ONuBILIYXZ,https://pbs.twimg.com/media/Cdtu3WRUkAAsRVx.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gunner,2197,529,11,10,Shih-Tzu,True,Lhasa,True,Tibetan Terrier,True,,,,
20160317 01:11 AM,710272297844797440,We 👏🏻 only 👏🏻 rate 👏🏻 dogs. Pls stop sending in non-canines like this Dutch Panda Worm. This is infuriating. 11/10 https://t.co/odfLzBonG2,https://pbs.twimg.com/media/Cdtk414WoAIUG0v.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",infuriating,4642,1274,11,10,Old English Sheepdog,True,Wire-Haired Fox Terrier,True,Lakeland Terrier,True,,,,
20160317 12:58 AM,710269109699739648,"The squad is back for St. Patrick's Day! ☘ 💚
13/10 for all https://t.co/OcCDb2bng5",https://pbs.twimg.com/media/Cdth_KyWEAEXH3u.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,2455,1156,13,10,Pug,True,German Shepherd,True,Labrador Retriever,True,,,,
20160316 05:18 PM,710153181850935296,This is Lacy. She's tipping her hat to you. Daydreams of her life back on the frontier. 11/10 would pet so well https://t.co/fG5Pk3Et1I,https://pbs.twimg.com/media/Cdr4jO2UAAAIo6W.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lacy,2977,913,11,10,Cowboy Hat,False,Sombrero,False,Cocker Spaniel,True,,,,
20160316 04:29 PM,710140971284037632,This is Tater. His underbite is fierce af. Doesn't give a damn about your engagement photo. 8/10 https://t.co/nLuPY3pY12,https://pbs.twimg.com/media/Cdrtcr-W4AAqi5H.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tater,2837,908,8,10,Pekinese,True,Papillon,True,Japanese Spaniel,True,,,,
20160316 02:54 PM,710117014656950272,This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. 11/10 very nifty https://t.co/h1OX2mLtxV,https://pbs.twimg.com/media/CdrXp9dWoAAcRfn.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,5633,2038,11,10,Toy Poodle,True,Miniature Poodle,True,Cocker Spaniel,True,,,pupper,
20160316 01:46 AM,709918798883774466,Meet Watson. He's a Suzuki Tickleboop. Leader of a notorious biker gang. Only one ear functional. 12/10 snuggable af https://t.co/R1gLc5vDqG,https://pbs.twimg.com/media/CdojYQmW8AApv4h.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Watson,3060,1086,12,10,Pembroke,True,Cardigan,True,Chihuahua,True,,,,
20160316 12:37 AM,709901256215666688,"WeRateDogs stickers are here and they're 12/10! Use code ""puppers"" at checkout 🐶🐾

Shop now: https://t.co/k5xsufRKYm https://t.co/ShXk46V13r",https://pbs.twimg.com/media/CdoTbL_XIAAitq2.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,691,103,12,10,Bib,False,Handkerchief,False,Umbrella,False,,,,
20160315 09:24 PM,709852847387627521,*lets out a tiny whimper and then collapses* ...12/10 https://t.co/BNdVZEHRow,https://pbs.twimg.com/media/CdnnZhhWAAEAoUc.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,3598,1230,12,10,Chihuahua,True,Pomeranian,True,West Highland White Terrier,True,,,,
20160315 02:25 AM,709566166965075968,This is Olaf. He's gotta be rare. Seems sturdy. Tail is floofy af. 12/10 would do whatever it takes to pet https://t.co/E9jaU59bh9,https://pbs.twimg.com/media/Cdjiqi6XIAIUOg-.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Olaf,3625,1230,12,10,Chow,True,Tibetan Mastiff,True,Australian Terrier,True,,,,
20160315 01:48 AM,709556954897764353,This is Cecil. She's a Gigglefloof Poofer. Outdoorsy af. One with nature. 12/10 would strategically capture https://t.co/ijJB0DuOIC,https://pbs.twimg.com/media/CdjaSFCWAAAJZh3.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cecil,3377,1094,12,10,Golden Retriever,True,Kuvasz,True,Labrador Retriever,True,,,,
20160314 11:19 PM,709519240576036864,This is Vince. He's a Gregorian Flapjeck. White spot on legs almost looks like another dog (whoa). 9/10 rad as hell https://t.co/aczGAV2dK4,https://pbs.twimg.com/media/Cdi3-f7W8AUOm9T.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Vince,1525,240,9,10,Cocker Spaniel,True,Newfoundland,True,Flat-Coated Retriever,True,,,,
20160314 06:42 PM,709449600415961088,Meet Karma. She's just a head. Lost body during the Second Punic War (unfortunate). Loves to travel 10/10 petable af https://t.co/c6af6nYEPo,https://pbs.twimg.com/media/Cdh4pgAW0AEKJ_a.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Karma,2286,589,10,10,Maltese Dog,True,Dandie Dinmont,True,Norfolk Terrier,True,,,,
20160314 04:02 PM,709409458133323776,This is Billy. He sensed a squirrel. 8/10 damn it Billy https://t.co/Yu0K98VZ9A,https://pbs.twimg.com/media/CdhUIMSUIAA4wYK.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Billy,2679,701,8,10,Shetland Sheepdog,True,Collie,True,Keeshond,True,,,,
20160314 03:50 AM,709225125749587968,This is Walker. He's a Butternut Khalifa. Appears fuzzy af. 11/10 would hug for a ridiculous amount of time https://t.co/k6fEWHSALn,https://pbs.twimg.com/media/Cdese-zWEAArIqE.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Walker,2462,582,11,10,Labrador Retriever,True,Pomeranian,True,Golden Retriever,True,,,,
20160314 02:39 AM,709207347839836162,This is Penny. She's trying on her prom dress. Stunning af 11/10 https://t.co/qcZDZGCapg,https://pbs.twimg.com/media/CdecUSzUIAAHCvg.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Penny,12873,5962,11,10,Chihuahua,True,Italian Greyhound,True,Quilt,False,,,,
20160314 02:04 AM,709198395643068416,"From left to right:
Cletus, Jerome, Alejandro, Burp, &amp; Titson
None know where camera is. 45/50 would hug all at once https://t.co/sedre1ivTK",https://pbs.twimg.com/media/CdeUKpcWoAAJAWJ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,2482,660,45,50,Borzoi,True,Wire-Haired Fox Terrier,True,English Setter,True,,,,
20160313 11:24 PM,709158332880297985,Meet Rodney. He's a Ukranian Boomchicka. Outside but would like to be inside. Only has one ear (unfortunate) 10/10 https://t.co/FjAj3ggXrR,https://pbs.twimg.com/media/CddvvSwWoAUObQw.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rodney,2094,428,10,10,Siberian Husky,True,Eskimo Dog,True,Labrador Retriever,True,,,,
20160313 03:43 PM,709042156699303936,This is Klevin. He's addicted to sandwiches (yes a hotdog is a sandwich fight me) It's tearing his family apart 9/10 https://t.co/7BkkVNu5pd,https://pbs.twimg.com/media/CdcGBB3WwAAGBuU.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Klevin,4865,1679,9,10,Hotdog,False,Rottweiler,True,Labrador Retriever,True,,,,
20160313 02:43 AM,708845821941387268,Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10 https://t.co/5DLJB4ssvI,https://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,3065,918,9,10,Schipperke,True,Kelpie,True,Boston Bull,True,,,pupper,
20160313 01:57 AM,708834316713893888,Meet Malikai. He was rolling around having fun when he remembered the inevitable heat death of the universe. 10/10 https://t.co/Vd2FqHIIGn,https://pbs.twimg.com/media/CdZI_bpWEAAm1fs.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Malikai,1720,515,10,10,Eskimo Dog,True,Giant Panda,False,Malamute,True,,,,
20160313 12:24 AM,708810915978854401,This is Mister. He's a wonderful father to his two pups. Heartwarming af. 10/10 for all https://t.co/2KcuJXL2r4,https://pbs.twimg.com/media/CdYzwuYUIAAHPkB.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mister,16883,7111,10,10,Golden Retriever,True,Labrador Retriever,True,Norfolk Terrier,True,,,,
20160312 07:35 PM,708738143638450176,This is Coco. She gets to stay on the Bachelor for another week. Super pumped 11/10 https://t.co/wsCB6LFNxD,https://pbs.twimg.com/media/CdXxlFPWwAABaOv.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Coco,2812,841,11,10,Pomeranian,True,Samoyed,True,West Highland White Terrier,True,,,,
20160312 05:47 PM,708711088997666817,This is Smokey. He really likes tennis balls. 11/10 https://t.co/Ah7WlYTUBQ,https://pbs.twimg.com/media/CdXY-GHWoAALing.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Smokey,2608,740,11,10,Tennis Ball,False,German Short-Haired Pointer,True,Labrador Retriever,True,,,,
20160312 02:28 AM,708479650088034305,Meet Bear. He's a Beneboop Cumberclap. Extremely unamused. 13/10 I'm in love with this picture https://t.co/uC8kUqAz0W,https://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bear,2614,690,13,10,Shih-Tzu,True,Lhasa,True,Norfolk Terrier,True,,,,
20160312 01:49 AM,708469915515297792,This is Bobble. He's a Croatian Galifianakis. Hears everything within 400 miles. 11/10 would snug diligently https://t.co/VwDc6PTDzk,https://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bobble,3168,837,11,10,Chihuahua,True,Toy Terrier,True,Pembroke,True,,,,
20160311 06:18 PM,708356463048204288,This is Oliver. That is his castle. He protects it with his life. He's also squishy af. 10/10 would squish softly https://t.co/oSuEGw0BhX,https://pbs.twimg.com/media/CdSWcc1XIAAXc6H.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oliver,3681,1355,10,10,Pug,True,French Bulldog,True,Bath Towel,False,,,,
20160311 05:50 PM,708349470027751425,This is River. He's changing the trumpet game. Innovative af. 11/10 such a good boy https://t.co/tK7a0AxQfd,https://pbs.twimg.com/media/CdSQFWOWAAApgfq.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",River,2407,758,11,10,Muzzle,False,Basenji,True,Boston Bull,True,,,,
20160311 04:35 AM,708149363256774660,This is Jebberson. He's the reigning hide and seek world champion. 10/10 hasn't lost his touch https://t.co/VEFkvWCoHF,https://pbs.twimg.com/media/CdPaEkHW8AA-Wom.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jebberson,4381,1590,10,10,Cardigan,True,Basset,True,Toy Terrier,True,,,,
20160311 03:22 AM,708130923141795840,Please stop sending in non canines like this Guatemalan Twiggle Bunny. We only rate dogs. Only send in dogs... 11/10 https://t.co/XKhobeGuvT,https://pbs.twimg.com/media/CdPJUWIWIAAIchl.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,3473,866,11,10,French Bulldog,True,Chihuahua,True,Cardigan,True,,,,
20160311 02:36 AM,708119489313951744,This is Cooper. He basks in the glory of rebellion. 9/10 probably a preteen https://t.co/kDamUfeIpm,https://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cooper,2750,1005,9,10,Norwich Terrier,True,Norfolk Terrier,True,Chow,True,,,,
20160311 01:56 AM,708109389455101952,This is Remington. He was caught off guard by the magical floating cheese. Spooked af. 10/10 deep breaths pup https://t.co/mhPSADiJmZ,https://pbs.twimg.com/media/CdO1u9vWAAApj2V.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Remington,1986,557,10,10,Staffordshire Bullterrier,True,American Staffordshire Terrier,True,Kelpie,True,,,,
20160310 08:26 PM,708026248782585858,Everybody stop what you're doing and watch this video. Frank is stuck in a loop. 13/10 (Vid by @klbmatty) https://t.co/5AJs8TIV1U,https://pbs.twimg.com/ext_tw_video_thumb/708026062568087553/pu/img/rNhylAwIfb6YthGu.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,4483,1971,13,10,Malinois,True,Chesapeake Bay Retriever,True,Siamese Cat,False,,,,
20160310 06:25 PM,707995814724026368,This is Farfle. He lost his back legs during the Battle of Gettysburg. Goes 0-60 in 4.3 seconds (damn) 12/10 hero af https://t.co/NiQQWzIzzq,https://pbs.twimg.com/media/CdNOb17WwAA5z4A.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Farfle,3211,1153,12,10,Agama,False,Gila Monster,False,Lumbermill,False,,,,
20160310 04:42 PM,707969809498152960,Meet Rufus. He's a Honeysuckle Firefox. Curly af. Badass tie. About to go on his first date ever 11/10 good luck pup https://t.co/dGoTWNfIsm,https://pbs.twimg.com/media/CdM2xRpXEAUsR4k.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rufus,2771,989,11,10,Toy Poodle,True,Miniature Poodle,True,Teddy,False,,,,
20160310 03:55 AM,707776935007539200,This is Sadie. She's a Bohemian Rhapsody. Remarkably portable. Could sneak on roller coasters with (probably). 11/10 https://t.co/DB8fyeDs8B,https://pbs.twimg.com/media/CdKHWimWoAABs08.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sadie,3361,972,11,10,Miniature Pinscher,True,Toy Terrier,True,Chihuahua,True,,,,
20160310 01:35 AM,707741517457260545,When your roommate eats your leftover Chili's but you pretend it's no big deal cuz you fat anyway. 10/10 head up pup https://t.co/0nMgoue8IR,https://pbs.twimg.com/media/CdJnJ1dUEAARNcf.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,2552,628,10,10,Whippet,True,Italian Greyhound,True,American Staffordshire Terrier,True,,,,
20160309 10:24 PM,707693576495472641,This is Jiminus. He's in a tub for some reason. What a jokester. Smh 7/10 churlish af https://t.co/84L4ED9Tpi,https://pbs.twimg.com/media/CdI7jDnW0AA2dtO.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jiminus,3502,1025,7,10,Bathtub,False,Tub,False,Washbasin,False,,,,
20160309 04:56 PM,707610948723478529,This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,https://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Harper,17375,6535,12,10,Golden Retriever,True,Cocker Spaniel,True,Chesapeake Bay Retriever,True,,,,
20160309 04:19 AM,707420581654872064,This is Keurig. He's a rare dog. Laughs like an idiot tho. Head is basically a weapon. Poorly maintained goatee 4/10 https://t.co/xOrUyj7K30,https://pbs.twimg.com/media/CdFDQVgWIAArslx.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Keurig,2331,709,4,10,Ram,False,Kuvasz,True,Great Pyrenees,True,,,,
20160309 03:45 AM,707411934438625280,"""I shall trip the big pupper with leash. Big pupper will never see it coming. I am a genius."" Both 11/10 https://t.co/uQsCJ8pf51",https://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,2344,609,11,10,Lakeland Terrier,True,Airedale,True,Giant Schnauzer,True,,,pupper,
20160309 02:08 AM,707387676719185920,Meet Clarkus. He's a Skinny Eastern Worcestershire. Can tie own shoes (impressive af) 10/10 would put on track team https://t.co/XP5o7zGn0E,https://pbs.twimg.com/media/CdElVm7XEAADP6o.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Clarkus,3589,1325,10,10,Chihuahua,True,Italian Greyhound,True,Toy Terrier,True,,,,
20160309 01:26 AM,707377100785885184,This dog just brutally murdered a snowman. Currently toying with its nutritious remains 9/10 would totally still pet https://t.co/iKThgKnW1j,https://pbs.twimg.com/media/CdEbt0NXIAQH3Aa.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,3364,1111,9,10,Golden Retriever,True,Bloodhound,True,Cocker Spaniel,True,,,,
20160308 09:23 PM,707315916783140866,This is Finnegus. He's trapped in a snow globe. Poor pupper. 10/10 would make sure no one shook it https://t.co/BjpOa52jQ4,https://pbs.twimg.com/media/CdDkEkHWwAAAeUJ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Finnegus,2536,661,10,10,Bernese Mountain Dog,True,Shetland Sheepdog,True,Appenzeller,True,,,pupper,
20160308 08:09 PM,707297311098011648,This is Cassie. She can go from sweet to scary af in a matter of seconds. 10/10 points deducted for cats on pajamas https://t.co/B6dmZmJBdK,https://pbs.twimg.com/media/CdDTJLMW4AEST--.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cassie,2848,811,10,10,Blenheim Spaniel,True,Shih-Tzu,True,Black-Footed Ferret,False,,,,
20160308 04:25 AM,707059547140169728,Say hello to Cupcake. She's an Icelandic Dippen Dot. Confused by the oddly geometric lawn pattern. 11/10 https://t.co/D7rorf4YKL,https://pbs.twimg.com/media/Cc_64zVWEAAeXs7.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cupcake,2650,691,11,10,Samoyed,True,Great Pyrenees,True,Kuvasz,True,,,,
20160308 03:00 AM,707038192327901184,This is Kathmandu. He sees every move you make. Probably knows Jiu-Jitsu. 10/10 mysterious af https://t.co/z0cs7E4Xjj,https://pbs.twimg.com/media/Cc_ney1W4AANuY3.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kathmandu,2242,806,10,10,Pug,True,Llama,False,French Bulldog,True,,,,
20160308 01:52 AM,707021089608753152,This is Tucker. He's a Dasani Episcopalian. Good lord what a tongue. 12/10 would never let go of https://t.co/gHtW5cgyy7,https://pbs.twimg.com/media/Cc_XtkRW8AEE7Fn.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tucker,4183,1408,12,10,Cocker Spaniel,True,Golden Retriever,True,Pekinese,True,,,,
20160308 01:25 AM,707014260413456384,This is Ellie. She requests to be carried around in a lacrosse stick at all times. 11/10 impossible to say no https://t.co/15yCmd43zU,https://pbs.twimg.com/media/Cc_RsVlXEAIzzlX.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ellie,2358,604,11,10,Chihuahua,True,Italian Greyhound,True,Toy Terrier,True,,,,
20160307 05:58 PM,706901761596989440,This is Elliot. He's blocking the roadway. Downright rude as hell. Doesn't care that you're already late. 3/10 https://t.co/FMUxir5pYu,https://pbs.twimg.com/media/Cc9rZlBWwAA56Ra.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Elliot,2112,613,3,10,Wild Boar,False,Hog,False,Warthog,False,,,,
20160307 03:24 AM,706681918348251136,Say hello to Katie. She's a Mitsubishi Hufflepuff. Curly af. 12/10 I'd do terrible things to acquire such a pup https://t.co/CFPIcGcwJv,https://pbs.twimg.com/media/Cc6jcYRXIAAFuox.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Katie,3408,995,12,10,Toy Poodle,True,Miniature Poodle,True,Norwich Terrier,True,,,,
20160307 12:57 AM,706644897839910912,Meet Shadow. She's tired of the responsibilities associated with being a dog. No longer strives to attain ball. 9/10 https://t.co/cdOkfEpjFw,https://pbs.twimg.com/ext_tw_video_thumb/706644797256241152/pu/img/NTqvmIUQExGmKFSR.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shadow,2641,1128,9,10,Space Heater,False,Chihuahua,True,Cougar,False,,,,
20160306 09:31 PM,706593038911545345,Here's a sneak peek of me on spring break. 10/10 so many tired pups these days https://t.co/6aJrjKfNqX,https://pbs.twimg.com/media/Cc5Snc7XIAAMidF.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,2214,648,10,10,Four-Poster,False,Quilt,False,Pillow,False,,,,
20160306 05:52 PM,706538006853918722,"This is Oliver (pronounced ""Ricardo""). He's a ship captain. Controls these treacherous waters. 11/10 would sail with https://t.co/bxjO45rXKd",https://pbs.twimg.com/media/Cc4gjxqW4AIoThO.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oliver,3549,1462,11,10,Chow,True,Pembroke,True,Pomeranian,True,,,,
20160306 04:27 PM,706516534877929472,Please enjoy this pup in a cooler. Permanently ready for someone to throw a tennis ball his way. 12/10 https://t.co/KUS0xl7XIp,https://pbs.twimg.com/media/Cc4NCQiXEAEx2eJ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,3176,1056,12,10,Golden Retriever,True,Labrador Retriever,True,Golfcart,False,,,,
20160306 05:11 AM,706346369204748288,This is Koda. She's a Beneboom Cumberwiggle. 12/10 petable as hell https://t.co/VZV6oMJmU6,https://pbs.twimg.com/media/Cc1yRE2WoAAgxFQ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Koda,3532,951,12,10,Tibetan Mastiff,True,Rottweiler,True,Appenzeller,True,,,,
20160306 02:46 AM,706310011488698368,Here's a very sleepy pupper. Thinks it's an airplane. 12/10 would snug for eternity https://t.co/GGmcTIkBbf,https://pbs.twimg.com/media/Cc1RNHLW4AACG6H.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,21910,8171,12,10,Pembroke,True,Chihuahua,True,Bloodhound,True,,,pupper,
20160306 01:31 AM,706291001778950144,When you're just relaxin and having a swell time but then remember you have to fill out the FAFSA ...11/10 https://t.co/qy33OBcexg,https://pbs.twimg.com/media/Cc0_2tXXEAA2iTY.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,1740,483,11,10,Border Terrier,True,Bull Mastiff,True,Staffordshire Bullterrier,True,,,,
20160305 11:51 PM,706265994973601792,"This is Kara. She's been trying to solve that thing for 3 days. ""I don't have thumbs,"" she said. 11/10 solid effort https://t.co/lA6a8GefrV",https://pbs.twimg.com/media/Cc0pLU0WAAEfGEw.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kara,2803,953,11,10,Papillon,True,Pekinese,True,Saint Bernard,True,,,,
20160305 05:16 PM,706166467411222528,This is Dexter. He's a shy pup. Doesn't bark much. Dreadful fetcher. Has rare sun allergy. 7/10 still petable https://t.co/sA7P3JSqiv,https://pbs.twimg.com/media/CczOp_OWoAAo5zR.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dexter,5282,1644,7,10,Samoyed,True,Kuvasz,True,Great Pyrenees,True,,,,
20160305 04:36 AM,705975130514706432,This is Adele. Her tongue flies out of her mouth at random. It's a debilitating illness. 10/10 stay strong pupper https://t.co/cfn81n3FLO,https://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Adele,3186,750,10,10,Staffordshire Bullterrier,True,American Staffordshire Terrier,True,Bull Mastiff,True,,,pupper,
20160305 04:17 AM,705970349788291072,This is Lucy. She's a Venetian Kerploof. Supposed to be navigating. Quite irresponsible. Fancy ass collar tho 12/10 https://t.co/8tjnz1L8DI,https://pbs.twimg.com/media/CcwcSS9WwAALE4f.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lucy,3226,914,12,10,Golden Retriever,True,Labrador Retriever,True,Chow,True,,,,
20160304 04:06 PM,705786532653883392,"Seriously, add us 🐶 11/10 for sad wet pupper https://t.co/xwPE9faVZR",https://pbs.twimg.com/media/Cct1G6vVAAI9ZjF.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,1992,534,11,10,Web Site,False,Labrador Retriever,True,Golden Retriever,True,,,pupper,
